1531497371326493024, 296, 1.3509271696995901, -0.47231989585244016, -1.63721294782, 4, 16
1531497371326493024, 296, 1.5230572300583307, -0.4940354791586429, -1.57578957938, 4, 143
1531497372327990055, 296, 1.4812879341570966, -0.4783696626769085, -1.645658556, 4, 16
1531497372327990055, 296, 1.7790924353991353, -0.482684783554328, -1.67566574736, 4, 143
1531497372327990055, 296, 1.4812879341570966, -0.4783696626769085, -1.645658556, 4, 16
1531497372327990055, 296, 1.7790924353991353, -0.482684783554328, -1.67566574736, 4, 143
1531497372327990055, 296, 1.4812879341570966, -0.4783696626769085, -1.645658556, 4, 16
1531497372327990055, 296, 1.7790924353991353, -0.482684783554328, -1.67566574736, 4, 143
1531497372860306978, 296, 1.7394582808537102, -0.48674155248454914, -1.74379260064, 4, 16
1531497372860306978, 296, 1.8899005218797127, -0.5462650316740861, -2.4303277054, 4, 143
1531497372860306978, 296, 1.7394582808537102, -0.48674155248454914, -1.74379260064, 4, 16
1531497372860306978, 296, 1.8899005218797127, -0.5462650316740861, -2.4303277054, 4, 143
1531497372860306978, 296, 1.7394582808537102, -0.48674155248454914, -1.74379260064, 4, 16
1531497372860306978, 296, 1.8899005218797127, -0.5462650316740861, -2.4303277054, 4, 143
1531497372860306978, 296, 1.7394582808537102, -0.48674155248454914, -1.74379260064, 4, 16
1531497372860306978, 296, 1.8899005218797127, -0.5462650316740861, -2.4303277054, 4, 143
1531497372860306978, 296, 1.7394582808537102, -0.48674155248454914, -1.74379260064, 4, 16
1531497372860306978, 296, 1.8899005218797127, -0.5462650316740861, -2.4303277054, 4, 143
1531497374646035909, 296, 1.7458569114978388, -0.9160490856159721, 2.95201635381, 5, 193
1531497374646035909, 296, 1.7487253365476723, -0.9208182889100828, 2.95186066655, 5, 194
1531497374646035909, 296, 1.7501507278800659, -0.9166714833864813, 2.95484910063, 5, 68
1531497374646035909, 296, 1.7458569114978388, -0.9160490856159721, 2.95201635381, 5, 193
1531497374646035909, 296, 1.7487253365476723, -0.9208182889100828, 2.95186066655, 5, 194
1531497374646035909, 296, 1.7501507278800659, -0.9166714833864813, 2.95484910063, 5, 68
1531497374646035909, 296, 1.7458569114978388, -0.9160490856159721, 2.95201635381, 5, 193
1531497374646035909, 296, 1.7487253365476723, -0.9208182889100828, 2.95186066655, 5, 194
1531497374646035909, 296, 1.7501507278800659, -0.9166714833864813, 2.95484910063, 5, 68
1531497374646035909, 296, 1.7458569114978388, -0.9160490856159721, 2.95201635381, 5, 193
1531497374646035909, 296, 1.7487253365476723, -0.9208182889100828, 2.95186066655, 5, 194
1531497374646035909, 296, 1.7501507278800659, -0.9166714833864813, 2.95484910063, 5, 68
1531497375147741079, 296, 1.730490689355491, -1.0290207152973105, -3.04142295008, 5, 193
1531497375147741079, 296, 1.7351037512842449, -1.0363569506313848, -3.05380353997, 5, 194
1531497375147741079, 296, 1.7360544893393797, -1.0336388463874586, -3.05146152864, 5, 68
1531497375147741079, 296, 1.730490689355491, -1.0290207152973105, -3.04142295008, 5, 193
1531497375147741079, 296, 1.7351037512842449, -1.0363569506313848, -3.05380353997, 5, 194
1531497375147741079, 296, 1.7360544893393797, -1.0336388463874586, -3.05146152864, 5, 68
