0.077016,35.063652,44.974623,-2.161048,0.794
0.127492,35.111526,45.046547,-2.158077,0.77
0.177951,35.044973,44.946693,-2.158688,0.778
0.228401,35.068926,44.982644,-2.158529,0.789
0.277447,35.068926,44.982644,-2.156653,0.78
0.327911,35.029293,44.922534,-2.153708,0.774
0.378287,35.029293,44.922534,-2.152658,0.791
0.428876,35.041775,44.862729,-2.150451,0.787
0.477806,34.981423,44.901993,-2.147595,0.772
0.528303,34.974261,44.811357,-2.144784,0.768
0.578887,34.935324,44.750794,-2.142186,0.785
0.62781,34.91207,44.714387,-2.1392,0.797
0.678243,34.886389,44.673834,-2.135316,0.804
0.728694,34.871109,44.649422,-2.130059,0.803
0.77912,34.813938,44.556853,-2.124057,0.797
0.82823,34.798968,44.53225,-2.117403,0.8
0.878746,34.743298,44.438771,-2.107929,0.799
0.929129,34.679899,44.386731,-2.095506,0.772
0.97817,34.626719,44.291813,-2.081489,0.763
1.02863,34.554485,44.158074,-2.06602,0.815
1.079037,34.534602,44.119721,-2.04906,0.771
1.128224,34.486304,44.022229,-2.030767,0.775
1.178526,34.452271,43.949829,-2.010208,0.774
1.228972,34.307214,43.80068,-1.988914,0.769
1.278118,34.276356,43.726871,-1.966797,0.77
1.328533,34.220923,43.585339,-1.944097,0.758
1.379381,34.231543,43.530379,-1.92033,0.752
1.428088,34.167834,43.340797,-1.89499,0.728
1.478498,34.140958,43.253647,-1.869933,0.749
1.528915,34.094895,43.08876,-1.843213,0.761
1.578041,34.023944,42.982778,-1.815177,0.77
1.628506,33.981213,42.787397,-1.786108,0.745
1.678933,33.888213,42.682826,-1.757279,0.751
1.728058,33.939414,42.54518,-1.727074,0.748
1.778408,33.843205,42.355633,-1.694928,0.756
1.828919,33.824609,42.156499,-1.663909,0.733
1.877964,33.862423,42.069165,-1.633356,0.748
1.928359,33.783501,41.828122,-1.599384,0.768
1.978872,33.827364,41.700348,-1.565612,0.764
2.029218,33.721843,41.424449,-1.535471,0.757
2.078366,33.817977,41.350452,-1.506729,0.735
2.128827,33.767859,41.115885,-1.476419,0.761
2.179223,33.74006,40.99815,-1.455962,0.724
2.229612,33.772759,40.771699,-1.427392,0.758
2.278821,33.807571,40.574752,-1.395847,0.756
2.329229,33.83715,40.288572,-1.35766,0.773
2.379657,33.850824,40.056131,-1.325424,0.785
2.430028,33.917415,39.822226,-1.29344,0.784
2.479145,33.966664,39.673354,-1.265836,0.729
2.529621,34.033394,39.484814,-1.230622,0.745
2.580062,34.094117,39.216183,-1.190981,0.745
2.6292,34.118709,39.055411,-1.150166,0.774
2.679575,34.243928,38.80497,-1.107156,0.828
2.729976,34.331535,38.591654,-1.055892,0.807
2.78044,34.534436,38.273198,-0.994465,0.801
2.82953,34.622067,38.030281,-0.942027,0.805
2.879932,34.771034,37.920796,-0.886469,0.817
2.928995,34.871364,37.701293,-0.818225,0.82
2.979528,35.078178,37.449197,-0.750877,0.81
3.029938,35.270856,37.255061,-0.68368,0.79
3.079016,35.467406,37.062141,-0.618568,0.762
3.129488,35.66749,37.004834,-0.55936,0.727
3.179863,35.955829,36.75775,-0.496228,0.744
3.230449,36.147438,36.581144,-0.432636,0.733
3.279446,36.325174,36.356088,-0.376275,0.719
3.329802,36.578297,36.22883,-0.312768,0.76
3.380259,36.919517,36.142383,-0.248124,0.771
3.430736,37.187261,36.049758,-0.17998,0.759
3.479836,37.474083,35.991792,-0.100831,0.764
3.530189,37.780752,35.935417,-0.042807,0.811
3.580708,38.125078,35.899816,0.028479,0.83
3.631219,38.449547,35.902542,0.097274,0.815
3.680209,38.776201,35.910251,0.171031,0.813
3.73059,38.988821,35.883966,0.243641,0.74
3.781071,39.269649,35.891188,0.289287,0.745
3.831483,39.709347,36.020566,0.357993,0.741
3.881961,39.948521,35.999119,0.433848,0.811
3.931051,40.337642,36.211276,0.499167,0.815
3.981499,40.623773,36.280895,0.553551,0.763
4.031881,40.949917,36.512477,0.617446,0.787
4.082296,41.265109,36.634508,0.697132,0.814
4.132735,41.444223,36.796967,0.743374,0.793
4.183242,41.69238,37.006026,0.788965,0.742
4.233589,41.996306,37.270474,0.835481,0.755
4.284047,42.269063,37.526788,0.882927,0.74
4.334498,42.562988,37.772415,0.932199,0.726
4.384909,42.743968,38.03632,0.969682,0.743
4.435355,42.958817,38.322634,1.007584,0.769
4.485827,43.187582,38.626138,1.038812,0.729
4.53619,43.344258,38.908823,1.064704,0.777
4.586688,43.571546,39.187082,1.087644,0.75
4.637102,43.751114,39.544511,1.105241,0.764
4.68747,43.907299,39.865311,1.117715,0.727
4.739283,44.080663,40.22579,1.122522,0.739
4.789706,44.272693,40.529594,1.127609,0.758
4.840063,44.443897,40.891103,1.128506,0.735
4.890511,44.596902,41.30955,1.113345,0.79
4.940944,44.780006,41.665184,1.105718,0.766
4.992702,44.968632,42.017917,1.079732,0.762
