0.043409,28.72019,29.056538,2.808283,0.783
0.093846,28.710765,29.029324,2.808186,0.806
0.144376,28.669954,29.04349,2.807487,0.802
0.193381,28.669954,29.04349,2.806913,0.803
0.24387,28.710736,29.029243,2.805488,0.809
0.294371,28.710736,29.029243,2.803762,0.817
0.343423,28.710736,29.029243,2.801741,0.801
0.393765,28.683605,29.038904,2.799504,0.803
0.444175,28.642948,29.053506,2.796794,0.804
0.493291,28.683555,29.038765,2.793373,0.8
0.543761,28.65652,29.048691,2.789693,0.803
0.594231,28.629521,29.058716,2.786067,0.803
0.643237,28.602569,29.068867,2.781381,0.799
0.693665,28.535297,29.094528,2.777185,0.79
0.744213,28.535297,29.094528,2.772708,0.805
0.793194,28.492712,29.064826,2.767826,0.815
0.843701,28.492712,29.064826,2.762815,0.798
0.894054,28.448205,29.082801,2.75777,0.805
0.943172,28.403797,29.10102,2.752256,0.79
0.993585,28.388282,29.138679,2.746998,0.81
1.044061,28.361761,29.149908,2.741058,0.798
1.093183,28.339157,29.206667,2.735192,0.801
1.143577,28.238288,29.203662,2.729,0.789
1.192649,28.238288,29.203662,2.72242,0.804
1.243088,28.198952,29.221522,2.71538,0.789
1.29357,28.155711,29.242381,2.716511,0.792
1.342654,28.116258,29.259994,2.699807,0.811
1.393045,28.051447,29.291356,2.690907,0.816
1.443508,28.031915,29.349243,2.68162,0.81
1.493903,27.993398,29.368806,2.671654,0.807
1.54303,27.973389,29.330519,2.660042,0.808
1.593482,27.88819,29.425426,2.647898,0.822
1.643873,27.863009,29.439401,2.634937,0.806
1.693989,27.838017,29.453715,2.621448,0.806
1.74342,27.776054,29.490383,2.607241,0.824
1.793846,27.692093,29.491197,2.591479,0.816
1.842985,27.63132,29.529806,2.575623,0.825
1.893378,27.63132,29.529806,2.559439,0.826
1.943863,27.616011,29.592543,2.542949,0.8
1.992944,27.501411,29.638328,2.525952,0.788
2.043363,27.501411,29.638328,2.508819,0.797
2.093788,27.440281,29.684819,2.491399,0.799
2.142891,27.395436,29.775221,2.473662,0.791
2.19335,27.343763,29.780285,2.455906,0.788
2.243713,27.27422,29.839286,2.438027,0.809
2.292822,27.27422,29.839286,2.419859,0.8
2.355501,27.15649,29.888337,2.401266,0.815
2.393718,27.124081,29.958786,2.382476,0.808
2.442835,27.135128,29.949487,2.372071,0.808
2.493237,27.111062,30.033611,2.344905,0.818
2.543669,26.995202,30.093785,2.325319,0.802
2.592783,26.975882,30.115143,2.306132,0.814
2.643178,26.925496,30.173104,2.286392,0.807
2.693668,26.848594,30.265224,2.266404,0.813
2.742708,26.858475,30.254694,2.254533,0.819
2.793177,26.760545,30.379198,2.226298,0.824
2.843592,26.778248,30.428006,2.205641,0.82
2.892753,26.715266,30.44227,2.18607,0.816
2.943102,26.67223,30.505879,2.165625,0.81
2.99357,26.682399,30.56965,2.145477,0.825
3.042657,26.605253,30.61223,2.12487,0.816
3.093096,26.544237,30.71556,2.104201,0.811
3.143494,26.508881,30.778281,2.08411,0.808
3.192631,26.486137,30.820551,2.064423,0.81
3.243053,26.451118,30.888902,2.044265,0.818
3.293512,26.411188,30.970896,2.023981,0.816
3.342608,26.412132,31.071806,2.003815,0.809
3.393041,26.394791,31.111373,1.983846,0.808
3.44685,26.325489,31.165793,1.963516,0.816
3.492613,26.29232,31.250748,1.943017,0.823
3.54301,26.332047,31.270637,1.930965,0.822
3.593435,26.250564,31.369319,1.901866,0.827
3.643902,26.269067,31.456115,1.889896,0.822
3.693019,26.215061,31.484678,1.869698,0.829
3.743356,26.219208,31.625496,1.841578,0.827
3.793834,26.218938,31.630385,1.828935,0.827
3.842933,26.190684,31.747011,1.808482,0.819
3.893323,26.13295,31.807979,1.788538,0.827
3.943737,26.161133,31.887073,1.768925,0.842
3.992905,26.156037,31.915419,1.748685,0.822
4.043297,26.137226,32.033935,1.728202,0.812
4.093787,26.176057,32.068401,1.708706,0.827
4.142833,26.095438,32.136097,1.689952,0.808
4.19323,26.13077,32.21682,1.670611,0.822
4.243688,26.121118,32.336431,1.651312,0.83
4.292762,26.118392,32.379545,1.633948,0.823
4.343218,26.157482,32.472581,1.615409,0.828
